copyright	zengfr	site:http://github.com/zengfr/romhack
	
   26650;1C78;8000;       A;   0;FFFF93B4; 1; 0; 2; 8; 0; 0;   0;   0;   26650;   2A358;   265F4;	
   2F650; 8AC;8000; 1000A01;5F00;FFFFDD14; 2; A; 2; 2; 6; 2;  28; 206;   2F646;       0;   3D400;	
   2F65A; 8B0;8000;     A07;5F00;FFFFCAB4; 2; A; 2; 2; 6; 4;  28; 200;   2F650;       0;   3D400;	
   2F65A; 8B0;8000;     A07;5F00;FFFFCD54; 2; A; 2; 2; 6; 4;  28; 200;   2F650;       0;   3D400;	
   2F65A; 8B0;8000;     A07;5F00;FFFFCFF4; 2; A; 2; 2; 6; 4;  28; 200;   2F650;       0;   3D400;	
   2F65A; 8B0;8000;     A07;5F00;FFFFD454; 2; A; 2; 2; 6; 4;  28; 204;   2F650;       0;   3D400;	
   2F65A; 8B0;8000;     A07;5F00;FFFFD534; 2; A; 2; 2; 6; 4;  28; 200;   2F650;       0;   3D400;	
   2F65A; 8B0;8000;     A07;5F00;FFFFD614; 2; A; 2; 2; 6; 4;  28; 206;   2F650;       0;   3D400;	
   2F65A; 8B0;8000;     A07;5F00;FFFFD7D4; 2; A; 2; 2; 6; 4;  28; 200;   2F650;       0;   3D400;	
   2F65A; 8B0;8000;     A07;5F00;FFFFD7D4; 2; A; 2; 2; 6; 4;  28; 204;   2F650;       0;   3D400;	
   2F65A; 8B0;8000;     A07;5F00;FFFFDC34; 2; A; 2; 2; 6; 4;  28; 200;   2F650;       0;   3D400;	
   2F65A; 8B0;8000;     A07;5F00;FFFFDC34; 2; A; 2; 2; 6; 4;  28; 206;   2F650;       0;   3D400;	
   2F65A; 8B0;8000;     A07;5F00;FFFFDD14; 2; A; 2; 2; 6; 4;  28; 206;   2F650;       0;   3D400;	
   2F664; 8AC;8000; 1000A01;5F00;FFFFCAB4; 2; A; 2; 2; 6; 4;  28; 200;   2F65A;       0;   3D400;	
   2F664; 8AC;8000; 1000A01;5F00;FFFFCD54; 2; A; 2; 2; 6; 4;  28; 200;   2F65A;       0;   3D400;	
   2F664; 8AC;8000; 1000A01;5F00;FFFFCFF4; 2; A; 2; 2; 6; 4;  28; 200;   2F65A;       0;   3D400;	
   2F664; 8AC;8000; 1000A01;5F00;FFFFD454; 2; A; 2; 2; 6; 4;  28; 204;   2F65A;       0;   3D400;	
   2F664; 8AC;8000; 1000A01;5F00;FFFFD534; 2; A; 2; 2; 6; 4;  28; 200;   2F65A;       0;   3D400;	
   2F664; 8AC;8000; 1000A01;5F00;FFFFD614; 2; A; 2; 2; 6; 4;  28; 206;   2F65A;       0;   3D400;	
   2F664; 8AC;8000; 1000A01;5F00;FFFFD7D4; 2; A; 2; 2; 6; 4;  28; 200;   2F65A;       0;   3D400;	
   2F664; 8AC;8000; 1000A01;5F00;FFFFD7D4; 2; A; 2; 2; 6; 4;  28; 204;   2F65A;       0;   3D400;	
   2F664; 8AC;8000; 1000A01;5F00;FFFFDC34; 2; A; 2; 2; 6; 4;  28; 200;   2F65A;       0;   3D400;	
   2F664; 8AC;8000; 1000A01;5F00;FFFFDC34; 2; A; 2; 2; 6; 4;  28; 206;   2F65A;       0;   3D400;	
   2F664; 8AC;8000; 1000A01;5F00;FFFFDD14; 2; A; 2; 2; 6; 4;  28; 206;   2F65A;       0;   3D400;	
   2F66E; 8B0;8000;     AB2;   0;FFFFCAB4; 2; A; 2; 2; 6; 6;  28; 200;   2F664;       0;   3D400;	
   2F66E; 8B0;8000;     AB2;   0;FFFFCD54; 2; A; 2; 2; 6; 6;  28; 200;   2F664;       0;   3D400;	
   2F66E; 8B0;8000;     AB2;   0;FFFFCFF4; 2; A; 2; 2; 6; 6;  28; 200;   2F664;       0;   3D400;	
   2F66E; 8B0;8000;     AB2;   0;FFFFD454; 2; A; 2; 2; 6; 6;  28; 204;   2F664;       0;   3D400;	
   2F66E; 8B0;8000;     AB2;   0;FFFFD454; 2; A; 2; 2; 6; 6;  28; 204;   2F66E;       0;   3D400;	
   2F66E; 8B0;8000;     AB2;   0;FFFFD534; 2; A; 2; 2; 6; 6;  28; 200;   2F664;       0;   3D400;	
   2F66E; 8B0;8000;     AB2;   0;FFFFD614; 2; A; 2; 2; 6; 6;  28; 206;   2F664;       0;   3D400;	
   2F66E; 8B0;8000;     AB2;   0;FFFFD7D4; 2; A; 2; 2; 6; 6;  28; 200;   2F664;       0;   3D400;	
   2F66E; 8B0;8000;     AB2;   0;FFFFD7D4; 2; A; 2; 2; 6; 6;  28; 204;   2F664;       0;   3D400;	
   2F66E; 8B0;8000;     AB2;   0;FFFFDC34; 2; A; 2; 2; 6; 6;  28; 200;   2F664;       0;   3D400;	
   2F66E; 8B0;8000;     AB2;   0;FFFFDC34; 2; A; 2; 2; 6; 6;  28; 206;   2F664;       0;   3D400;	
   2F66E; 8B0;8000;     AB2;   0;FFFFDD14; 2; A; 2; 2; 6; 6;  28; 206;   2F664;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFCAB4; 2; A; 2; 2;1A; 0;  28; 200;   2F63A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFCAB4; 2; A; 2; 2;1A; 0;  28; 200;   2F67A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFCD54; 2; A; 2; 2;1A; 0;  28; 200;   2F66E;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFCD54; 2; A; 2; 2;1A; 0;  28; 200;   2F67A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFCFF4; 2; A; 2; 2;1A; 0;  28; 200;   2F63A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFCFF4; 2; A; 2; 2;1A; 0;  28; 200;   2F66E;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFCFF4; 2; A; 2; 2;1A; 0;  28; 200;   2F67A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFD454; 2; A; 2; 2;1A; 0;  28; 204;   2F66E;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFD454; 2; A; 2; 2;1A; 0;  28; 204;   2F67A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFD534; 2; A; 2; 2;1A; 0;  28; 200;   2F66E;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFD534; 2; A; 2; 2;1A; 0;  28; 200;   2F67A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFD614; 2; A; 2; 2;1A; 0;  28; 206;   2F63A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFD614; 2; A; 2; 2;1A; 0;  28; 206;   2F66E;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFD614; 2; A; 2; 2;1A; 0;  28; 206;   2F67A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFD7D4; 1; A; 2; 2;1A; 0;  28; 206;   2F67A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFD7D4; 1; A; 2; 2;1A; 0;  28; 206;   2F6E4;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFD7D4; 2; A; 2; 2;1A; 0;  28; 200;   2F63A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFD7D4; 2; A; 2; 2;1A; 0;  28; 200;   2F66E;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFD7D4; 2; A; 2; 2;1A; 0;  28; 200;   2F67A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFD7D4; 2; A; 2; 2;1A; 0;  28; 204;   2F63A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFD7D4; 2; A; 2; 2;1A; 0;  28; 204;   2F67A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFD7D4; 2; A; 2; 2;1A; 0;  28; 206;   2F63A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFD7D4; 2; A; 2; 2;1A; 0;  28; 206;   2F67A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFD994; 2; A; 2; 2;1A; 0;  28; 200;   2F63A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFD994; 2; A; 2; 2;1A; 0;  28; 200;   2F67A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFDB54; 2; A; 2; 2;1A; 0;  28; 200;   2F63A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFDB54; 2; A; 2; 2;1A; 0;  28; 200;   2F67A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFDB54; 2; A; 2; 2;1A; 0;  28; 204;   2F63A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFDB54; 2; A; 2; 2;1A; 0;  28; 204;   2F67A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFDC34; 2; A; 2; 2;1A; 0;  28; 200;   2F63A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFDC34; 2; A; 2; 2;1A; 0;  28; 200;   2F66E;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFDC34; 2; A; 2; 2;1A; 0;  28; 200;   2F67A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFDC34; 2; A; 2; 2;1A; 0;  28; 206;   2F63A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFDC34; 2; A; 2; 2;1A; 0;  28; 206;   2F66E;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFDC34; 2; A; 2; 2;1A; 0;  28; 206;   2F67A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFDD14; 2; A; 2; 2;1A; 0;  28; 202;   2F63A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFDD14; 2; A; 2; 2;1A; 0;  28; 202;   2F67A;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFDD14; 2; A; 2; 2;1A; 0;  28; 202;   2F6B0;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFDD14; 2; A; 2; 2;1A; 0;  28; 206;   2F66E;       0;   3D400;	
   2F67A; 868;8000;     890;   0;FFFFDD14; 2; A; 2; 2;1A; 0;  28; 206;   2F67A;       0;   3D400;	
   2F686; 8BC;8000;       C;6A00;FFFFCFF4; 2; A; 2; 2;1A; 2;  28; 200;   2F67A;       0;   3D400;	
   2F686; 8BC;8000;       C;6A00;FFFFD7D4; 1; A; 2; 2;1A; 2;  28; 206;   2F686;       0;   3D400;	
   2F686; 8BC;8000;       C;6A00;FFFFD7D4; 2; A; 2; 2;1A; 2;  28; 204;   2F67A;       0;   3D400;	
   2F686; 8BC;8000;       C;6A00;FFFFD7D4; 2; A; 2; 2;1A; 2;  28; 206;   2F67A;       0;   3D400;	
   2F686; 8BC;8000;       C;6A00;FFFFDB54; 1; A; 2; 2;1A; 2;  28; 204;   2F686;       0;   3D400;	
   2F686; 8BC;8000;       C;6A00;FFFFDB54; 2; A; 2; 2;1A; 2;  28; 204;   2F67A;       0;   3D400;	
   2F690; 8C0;8000;      8C;6B00;FFFFD7D4; 1; A; 2; 2;1A; 2;  28; 204;   2F686;       0;   3D400;	
   2F690; 8C0;8000;      8C;6B00;FFFFD7D4; 1; A; 2; 2;1A; 2;  28; 206;   2F686;       0;   3D400;	
   2F690; 8C0;8000;      8C;6B00;FFFFDB54; 1; A; 2; 2;1A; 2;  28; 204;   2F686;       0;   3D400;	
   2F69C; 8B4;8000;     801;   0;FFFFD7D4; 2; A; 2; 2;1C; 0;  28; 206;   2F646;       0;   3D400;	
   2F69C; 8B4;8000;     801;   0;FFFFDD14; 2; A; 2; 2;1C; 0;  28; 202;   2F646;       0;   3D400;	
   2F69C; 8B4;8000;     801;   0;FFFFDD14; 2; A; 2; 2;1C; 0;  28; 202;   2F650;       0;   3D400;	
   2F6A6; 8B8;8000;     801;   0;FFFFD7D4; 2; A; 2; 2;1C; 2;  28; 206;   2F69C;       0;   3D400;	
   2F6A6; 8B8;8000;     801;   0;FFFFDD14; 2; A; 2; 2;1C; 2;  28; 202;   2F69C;       0;   3D400;	
   2F6B0; 8B0;8000;     8C6;   0;FFFFD7D4; 2; A; 2; 2;1C; 2;  28; 206;   2F6A6;       0;   3D400;	
   2F6B0; 8B0;8000;     8C6;   0;FFFFDD14; 2; A; 2; 2;1C; 2;  28; 202;   2F6A6;       0;   3D400;	
   2F6BC;3300;8000;     A07;5E00;FFFFD7D4; 1; A; 2; 2; 8; 0;  28; 206;   30EAC;       0;   3D400;	
   2F6C6; 8AC;8000; 1000A01;5F00;FFFFD7D4; 1; A; 2; 2; 8; 2;  28; 206;   2F6BC;       0;   3D400;	
   2F6D0; 8B0;8000;     A02;6000;FFFFD7D4; 1; A; 2; 2; 8; 4;  28; 206;   2F6C6;       0;   3D400;	
   2F6DA; 8AC;8000; 1000A01;   0;FFFFD7D4; 1; A; 2; 2; 8; 4;  28; 206;   2F6D0;       0;   3D400;	
   2F6E4; 8B0;8000;     AD0;   0;FFFFD7D4; 1; A; 2; 2; 8; 6;  28; 206;   2F6DA;       0;   3D400;	
   2F75C; 954;8000;     88A;   0;FFFFCB94; 2; B; 2; 2; 0; 0;  28; 400;   3D79C;       0;   3D6B0;	
   2F75C; 954;8000;     88A;   0;FFFFD374; 2; B; 2; 2; 0; 0;  28; 404;   3D77E;       0;   3D6B0;	
   2F75C; 954;8000;     88A;   0;FFFFD374; 2; B; 2; 2; 0; 0;  28; 404;   3D8F0;       0;   3D6B0;	
   2F75C; 954;8000;     88A;   0;FFFFD8B4; 2; B; 2; 2; 0; 0;  28; 406;   3D77E;       0;   3D6B0;	
   2F75C; 954;8000;     88A;   0;FFFFD8B4; 2; B; 2; 2; 0; 0;  28; 406;   3D792;       0;   3D6B0;	
   2F75C; 954;8000;     88A;   0;FFFFD8B4; 2; B; 2; 2; 0; 0;  28; 406;   3D890;       0;   3D6B0;	
   2F75C; 954;8000;     88A;   0;FFFFDA74; 2; B; 2; 2; 0; 0;  28; 404;   3D77E;       0;   3D6B0;	
   2F75C; 954;8000;     88A;   0;FFFFDA74; 2; B; 2; 2; 0; 0;  28; 404;   3D792;       0;   3D6B0;	
   2F75C; 954;8000;     88A;   0;FFFFDA74; 2; B; 2; 2; 0; 0;  28; 404;   3D7F8;       0;   3D6B0;	
   2F75C; 954;8000;     88A;   0;FFFFDA74; 2; B; 2; 2; 0; 0;  28; 406;   3D77E;       0;   3D6B0;	
   2F75C; 954;8000;     88A;   0;FFFFDA74; 2; B; 2; 2; 0; 0;  28; 406;   3D838;       0;   3D6B0;	
   2F75C; 954;8000;     88A;   0;FFFFDA74; 2; B; 2; 2; E; 0;  28; 404;   3D7D0;       0;   3D6B0;	
   2F75C; 954;8000;     88A;   0;FFFFDB54; 2; B; 2; 2; E; 0;  28; 404;   3D77E;       0;   3D6B0;	
   2F75C; 954;8000;     88A;   0;FFFFDC34; 2; B; 2; 2; 0; 0;  28; 400;   3D77E;       0;   3D6B0;	
   2F75C; 954;8000;     88A;   0;FFFFDD14; 2; B; 2; 2; 0; 0;  28; 404;   3D77E;       0;   3D6B0;	
   2F75C; 954;8000;     88A;   0;FFFFDD14; 2; B; 2; 2; 0; 0;  28; 404;   3D802;       0;   3D6B0;	
   2F768; 958;8000;     88A;   0;FFFFCB94; 2; B; 2; 2;14; 0;  28; 400;   3D788;       0;   3D6B0;	
   2F768; 958;8000;     88A;   0;FFFFCFF4; 2; B; 2; 2;14; 0;  28; 406;   2F7E8;       0;   3D6B0;	
   2F768; 958;8000;     88A;   0;FFFFD374; 2; B; 2; 2; 2; 0;  28; 404;   3D77E;       0;   3D6B0;	
   2F768; 958;8000;     88A;   0;FFFFD8B4; 2; B; 2; 2; 2; 0;  28; 406;   3D77E;       0;   3D6B0;	
   2F768; 958;8000;     88A;   0;FFFFD994; 2; B; 2; 2; 2; 0;  28; 404;   3D7B0;       0;   3D6B0;	
   2F768; 958;8000;     88A;   0;FFFFD994; 2; B; 2; 2; 2; 0;  28; 404;   3D802;       0;   3D6B0;	
   2F768; 958;8000;     88A;   0;FFFFDA74; 2; B; 2; 2; 2; 0;  28; 404;   3D77E;       0;   3D6B0;	
   2F768; 958;8000;     88A;   0;FFFFDA74; 2; B; 2; 2; 2; 0;  28; 406;   3D77E;       0;   3D6B0;	
   2F768; 958;8000;     88A;   0;FFFFDB54; 2; B; 2; 2;14; 0;  28; 404;   3D7BA;       0;   3D6B0;	
   2F768; 958;8000;     88A;   0;FFFFDC34; 2; B; 2; 2; 2; 0;  28; 400;   3D77E;       0;   3D6B0;	
   2F768; 958;8000;     88A;   0;FFFFDC34; 2; B; 2; 2;14; 0;  28; 400;   3D842;       0;   3D6B0;	
   2F768; 958;8000;     88A;   0;FFFFDD14; 2; B; 2; 2;14; 0;  28; 404;   3D7B0;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFCB94; 2; B; 2; 2; 4; 0;  28; 400;   3D7B0;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFCB94; 2; B; 2; 2; 4; 0;  28; 400;   3D7C4;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFCB94; 2; B; 2; 2; A; 0;  28; 400;   3D7BA;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFCE34; 2; B; 2; 2; 4; 0;  28; 400;   3D77E;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFCE34; 2; B; 2; 2; A; 0;  28; 400;   3D7D0;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFCFF4; 2; B; 2; 2; 4; 0;  28; 406;   3D890;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFD374; 1; B; 2; 2; 4; 0;  28; 400;   3D7A6;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFD374; 2; B; 2; 2; 4; 0;  28; 400;   3D7B0;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFD374; 2; B; 2; 2; 4; 0;  28; 404;   2F7E8;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFD374; 2; B; 2; 2; 4; 0;  28; 404;   3D7F8;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFD374; 2; B; 2; 2; A; 0;  28; 400;   3D7A6;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFD994; 2; B; 2; 2; 4; 0;  28; 404;   3D77E;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFDA74; 2; B; 2; 2; 4; 0;  28; 404;   3D77E;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFDA74; 2; B; 2; 2; 4; 0;  28; 406;   3D7E4;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFDA74; 2; B; 2; 2; 4; 0;  28; 406;   3D89C;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFDA74; 2; B; 2; 2; A; 0;  28; 404;   3D8F0;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFDB54; 2; B; 2; 2; A; 0;  28; 404;   3D792;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFDC34; 2; B; 2; 2; 4; 0;  28; 400;   3D79C;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFDC34; 2; B; 2; 2; 4; 0;  28; 400;   3D7BA;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFDC34; 2; B; 2; 2; 4; 0;  28; 400;   3D7C4;       0;   3D6B0;	
   2F774; 954;8000;     A18;5F00;FFFFDC34; 2; B; 2; 2; 4; 0;  28; 400;   3D906;       0;   3D6B0;	
   2F77E;3320;8000; 1000A01;5F00;FFFFCB94; 2; B; 2; 2; 4; 2;  28; 400;   2F774;       0;   3D6B0;	
   2F77E;3320;8000; 1000A01;5F00;FFFFCB94; 2; B; 2; 2; A; 2;  28; 400;   2F774;       0;   3D6B0;	
   2F77E;3320;8000; 1000A01;5F00;FFFFCE34; 2; B; 2; 2; 4; 2;  28; 400;   2F774;       0;   3D6B0;	
   2F77E;3320;8000; 1000A01;5F00;FFFFCE34; 2; B; 2; 2; A; 2;  28; 400;   2F774;       0;   3D6B0;	
   2F77E;3320;8000; 1000A01;5F00;FFFFCFF4; 2; B; 2; 2; 4; 2;  28; 406;   2F774;       0;   3D6B0;	
   2F77E;3320;8000; 1000A01;5F00;FFFFD374; 1; B; 2; 2; 4; 2;  28; 400;   2F774;       0;   3D6B0;	
   2F77E;3320;8000; 1000A01;5F00;FFFFD374; 2; B; 2; 2; 4; 2;  28; 400;   2F774;       0;   3D6B0;	
   2F77E;3320;8000; 1000A01;5F00;FFFFD374; 2; B; 2; 2; 4; 2;  28; 404;   2F774;       0;   3D6B0;	
   2F77E;3320;8000; 1000A01;5F00;FFFFD374; 2; B; 2; 2; A; 2;  28; 400;   2F774;       0;   3D6B0;	
   2F77E;3320;8000; 1000A01;5F00;FFFFD994; 2; B; 2; 2; 4; 2;  28; 404;   2F774;       0;   3D6B0;	
   2F77E;3320;8000; 1000A01;5F00;FFFFDA74; 2; B; 2; 2; 4; 2;  28; 404;   2F774;       0;   3D6B0;	
   2F77E;3320;8000; 1000A01;5F00;FFFFDA74; 2; B; 2; 2; 4; 2;  28; 406;   2F774;       0;   3D6B0;	
   2F77E;3320;8000; 1000A01;5F00;FFFFDA74; 2; B; 2; 2; A; 2;  28; 404;   2F774;       0;   3D6B0;	
   2F77E;3320;8000; 1000A01;5F00;FFFFDB54; 2; B; 2; 2; A; 2;  28; 404;   2F774;       0;   3D6B0;	
   2F77E;3320;8000; 1000A01;5F00;FFFFDC34; 2; B; 2; 2; 4; 2;  28; 400;   2F774;       0;   3D6B0;	
   2F788; 960;8000;     A07;5F00;FFFFCB94; 2; B; 2; 2; 4; 4;  28; 400;   2F77E;       0;   3D6B0;	
   2F788; 960;8000;     A07;5F00;FFFFCB94; 2; B; 2; 2; A; 4;  28; 400;   2F77E;       0;   3D6B0;	
   2F788; 960;8000;     A07;5F00;FFFFCE34; 2; B; 2; 2; 4; 4;  28; 400;   2F77E;       0;   3D6B0;	
   2F788; 960;8000;     A07;5F00;FFFFCE34; 2; B; 2; 2; A; 4;  28; 400;   2F77E;       0;   3D6B0;	
   2F788; 960;8000;     A07;5F00;FFFFCFF4; 2; B; 2; 2; 4; 4;  28; 406;   2F77E;       0;   3D6B0;	
   2F788; 960;8000;     A07;5F00;FFFFD374; 1; B; 2; 2; 4; 4;  28; 400;   2F77E;       0;   3D6B0;	
   2F788; 960;8000;     A07;5F00;FFFFD374; 2; B; 2; 2; 4; 4;  28; 400;   2F77E;       0;   3D6B0;	
   2F788; 960;8000;     A07;5F00;FFFFD374; 2; B; 2; 2; 4; 4;  28; 404;   2F77E;       0;   3D6B0;	
   2F788; 960;8000;     A07;5F00;FFFFD374; 2; B; 2; 2; A; 4;  28; 400;   2F77E;       0;   3D6B0;	
   2F788; 960;8000;     A07;5F00;FFFFD994; 2; B; 2; 2; 4; 4;  28; 404;   2F77E;       0;   3D6B0;	
   2F788; 960;8000;     A07;5F00;FFFFDA74; 2; B; 2; 2; 4; 4;  28; 404;   2F77E;       0;   3D6B0;	
   2F788; 960;8000;     A07;5F00;FFFFDA74; 2; B; 2; 2; 4; 4;  28; 406;   2F77E;       0;   3D6B0;	
   2F788; 960;8000;     A07;5F00;FFFFDA74; 2; B; 2; 2; A; 4;  28; 404;   2F77E;       0;   3D6B0;	
   2F788; 960;8000;     A07;5F00;FFFFDB54; 2; B; 2; 2; A; 4;  28; 404;   2F77E;       0;   3D6B0;	
   2F788; 960;8000;     A07;5F00;FFFFDC34; 2; B; 2; 2; 4; 4;  28; 400;   2F77E;       0;   3D6B0;	
   2F792;3320;8000; 1000A01;5F00;FFFFCB94; 2; B; 2; 2; 4; 4;  28; 400;   2F788;       0;   3D6B0;	
   2F792;3320;8000; 1000A01;5F00;FFFFCB94; 2; B; 2; 2; A; 4;  28; 400;   2F788;       0;   3D6B0;	
   2F792;3320;8000; 1000A01;5F00;FFFFCE34; 2; B; 2; 2; 4; 4;  28; 400;   2F788;       0;   3D6B0;	
   2F792;3320;8000; 1000A01;5F00;FFFFCE34; 2; B; 2; 2; A; 4;  28; 400;   2F788;       0;   3D6B0;	
   2F792;3320;8000; 1000A01;5F00;FFFFCFF4; 2; B; 2; 2; 4; 4;  28; 406;   2F788;       0;   3D6B0;	
   2F792;3320;8000; 1000A01;5F00;FFFFD374; 1; B; 2; 2; 4; 4;  28; 400;   2F788;       0;   3D6B0;	
   2F792;3320;8000; 1000A01;5F00;FFFFD374; 2; B; 2; 2; 4; 4;  28; 400;   2F788;       0;   3D6B0;	
   2F792;3320;8000; 1000A01;5F00;FFFFD374; 2; B; 2; 2; 4; 4;  28; 404;   2F788;       0;   3D6B0;	
   2F792;3320;8000; 1000A01;5F00;FFFFD374; 2; B; 2; 2; A; 4;  28; 400;   2F788;       0;   3D6B0;	
   2F792;3320;8000; 1000A01;5F00;FFFFD994; 2; B; 2; 2; 4; 4;  28; 404;   2F788;       0;   3D6B0;	
   2F792;3320;8000; 1000A01;5F00;FFFFDA74; 2; B; 2; 2; 4; 4;  28; 404;   2F788;       0;   3D6B0;	
   2F792;3320;8000; 1000A01;5F00;FFFFDA74; 2; B; 2; 2; 4; 4;  28; 406;   2F788;       0;   3D6B0;	
   2F792;3320;8000; 1000A01;5F00;FFFFDA74; 2; B; 2; 2; A; 4;  28; 404;   2F788;       0;   3D6B0;	
   2F792;3320;8000; 1000A01;5F00;FFFFDB54; 2; B; 2; 2; A; 4;  28; 404;   2F788;       0;   3D6B0;	
   2F792;3320;8000; 1000A01;5F00;FFFFDC34; 2; B; 2; 2; 4; 4;  28; 400;   2F788;       0;   3D6B0;	
   2F79C; 960;8000;     AB2;   0;FFFFCB94; 2; B; 2; 2; 4; 6;  28; 400;   2F792;       0;   3D6B0;	
   2F79C; 960;8000;     AB2;   0;FFFFCB94; 2; B; 2; 2; A; 6;  28; 400;   2F792;       0;   3D6B0;	
   2F79C; 960;8000;     AB2;   0;FFFFCE34; 2; B; 2; 2; 4; 6;  28; 400;   2F792;       0;   3D6B0;	
   2F79C; 960;8000;     AB2;   0;FFFFCE34; 2; B; 2; 2; A; 6;  28; 400;   2F792;       0;   3D6B0;	
   2F79C; 960;8000;     AB2;   0;FFFFCFF4; 2; B; 2; 2; 4; 6;  28; 406;   2F792;       0;   3D6B0;	
   2F79C; 960;8000;     AB2;   0;FFFFD374; 1; B; 2; 2; 4; 6;  28; 400;   2F792;       0;   3D6B0;	
   2F79C; 960;8000;     AB2;   0;FFFFD374; 2; B; 2; 2; 4; 6;  28; 400;   2F792;       0;   3D6B0;	
   2F79C; 960;8000;     AB2;   0;FFFFD374; 2; B; 2; 2; 4; 6;  28; 400;   2F79C;       0;   3D6B0;	
   2F79C; 960;8000;     AB2;   0;FFFFD374; 2; B; 2; 2; 4; 6;  28; 404;   2F792;       0;   3D6B0;	
   2F79C; 960;8000;     AB2;   0;FFFFD374; 2; B; 2; 2; A; 6;  28; 400;   2F792;       0;   3D6B0;	
   2F79C; 960;8000;     AB2;   0;FFFFD994; 2; B; 2; 2; 4; 6;  28; 404;   2F792;       0;   3D6B0;	
   2F79C; 960;8000;     AB2;   0;FFFFDA74; 2; B; 2; 2; 4; 6;  28; 404;   2F792;       0;   3D6B0;	
   2F79C; 960;8000;     AB2;   0;FFFFDA74; 2; B; 2; 2; 4; 6;  28; 406;   2F792;       0;   3D6B0;	
   2F79C; 960;8000;     AB2;   0;FFFFDA74; 2; B; 2; 2; A; 6;  28; 404;   2F792;       0;   3D6B0;	
   2F79C; 960;8000;     AB2;   0;FFFFDB54; 2; B; 2; 2; A; 6;  28; 404;   2F792;       0;   3D6B0;	
